Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia crassaformis,Globorotalia hirsuta,Globorotalia scitula,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Total Planktics,%(1) or Raw(2)
MD972151,Piston,8.73,109.87,1589,South China Sea,6.355,197.5,20.92,"Huang, C.C. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jun-03,2.1097,0.4219,26.1603,0.4219,12.6582,0,3.7975,5.0633,2.9536,0,0,1.6878,0,0,0,21.097,2.1097,0,15.1899,0,0,0,0.4219,0,0.4219,2.5316,0,2.9536,100,1
MD972151,Piston,8.73,109.87,1589,South China Sea,6.435,198.5,21.082,"Huang, C.C. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jun-03,1.5945,0,22.3235,0,18.6788,0,1.3667,6.1503,3.4169,0,0,1.3667,0,0,0,19.1344,1.139,0,17.0843,0.2278,0,0.2278,1.139,0,0.2278,0.9112,0,5.0114,100,1
MD972151,Piston,8.73,109.87,1589,South China Sea,6.515,201.5,22.56933333,"Huang, C.C. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jun-03,1.0152,0,24.8731,1.0152,5.5838,0,3.0457,7.6142,5.0761,0.5076,0,1.0152,0,0,0,14.2132,1.0152,0,29.4416,2.5381,0,0,0,0,0.5076,0,0,2.5381,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.09,203.5,19.06984127,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,0.7519,0,19.1729,3.0075,4.1353,0,1.8797,4.5113,3.3835,0.7519,0.7519,1.1278,0,0,0,39.0977,0.3759,0,2.6316,3.3835,0,0,0,0,4.5113,2.6316,0,7.8947,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.14,206.5,19.33015873,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,0.828683022,0,19.06081254,1.104944121,6.629865279,0,2.209988518,4.41987676,6.07734308,0.552522199,1.104944121,1.38120522,0,0,0,32.04418172,0,0,4.972398959,1.65746632,0,0,0,0,4.143615661,6.629865279,0,7.182287201,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.19,210.5,19.59047619,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,0,0,21.2291,2.2346,5.8659,0.2793,2.2346,4.4693,3.6313,0.838,0.2793,2.2346,0,0,0,32.6816,0.2793,0,4.7486,3.0726,0,0,0,0,3.352,6.9832,0,5.5866,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.24,118,19.85079365,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,1.0823,0,20.7792,2.5974,3.4632,0,2.381,6.4935,3.8961,0.4329,0.4329,1.2987,0,0,0,36.3636,0,0,4.7619,3.0303,0,0,0,0,3.0303,3.4632,0,6.4935,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.29,122,20.11111111,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,1.646045494,1.234559224,21.81068017,4.115264353,2.469118447,0,0.411486271,2.88070513,3.2921914,0,0,1.234559224,0,0,0,35.80241831,0,0,3.703677671,4.115264353,0,0,0,0,2.88070513,4.526750624,0,9.876574201,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.34,125,20.37142857,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,0.93750757,1.562512617,18.43754795,4.687537852,3.750030281,0,1.562512617,6.874954578,4.375035328,0.312502523,0.312502523,0.625005047,0,0,0,33.74996972,0,0,4.687537852,2.187517664,0,0,0,0,3.750030281,6.250050469,0,5.937547945,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.39,128,20.63174603,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,1.2295,1.6393,21.3115,2.0492,3.6885,0,2.459,4.5082,4.918,0.4098,0.4098,0.8197,0,0,0,33.1967,0,0,4.5082,2.0492,0,0,0.4098,0,4.0984,6.1475,0,6.1475,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.44,132,20.89206349,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,1.3201,0.6601,23.1023,2.3102,5.2805,0,2.6403,5.2805,5.2805,1.3201,0.6601,0.33,0,0.33,0,30.033,0.6601,0,4.9505,1.6502,0,0,0,0,3.3003,3.9604,0,6.9307,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.49,135,21.15238095,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,1.6667,0.3333,23.6667,1.6667,7,0,1.6667,2.6667,3,0.6667,0,0.6667,0,0,0,29.6667,0.6667,0,4.3333,1.6667,0,0.6667,0,0,3.6667,7.3333,0.3333,8.6667,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.54,138,21.41269841,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,2.312188145,0.289061235,23.98846169,1.156043784,3.468231929,0,1.156043784,3.468231929,7.803446406,1.734065675,0.867083127,1.156043784,0,0,0,28.32367617,1.156043784,0,2.890210037,0.578021892,0,0,0.578021892,0,4.335214478,5.491358839,0,9.248551425,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.59,142,21.67301587,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,3.194875679,0,20.76674207,1.597487999,6.389751358,0,0.638935008,3.514393343,6.389751358,0.958452672,0.958452672,0.638935008,0,0.319517664,0,29.7124341,0,0,3.194875679,3.194875679,0,0,0,0,1.916905344,8.945692029,0,7.667721694,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.64,145,21.93333333,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,0.939,0,26.2911,1.4085,3.7559,0,1.4085,2.8169,4.2254,0.4695,0.939,1.4085,0,0,0,27.6995,0,0,6.1033,1.8779,0,0,0,0,4.2254,7.5117,0,8.9202,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.69,147,22.19365079,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,2.158235115,0,28.05755829,2.877713726,5.755427452,0,1.438856863,3.597091978,6.115116578,0.359689126,0,2.5180246,0,0,0,28.05755829,0,0,2.158235115,0.359689126,0,0,0,0,3.956881463,5.395637966,0,7.194284315,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.74,99,22.45396825,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,2.821316614,0.313479624,22.88401254,1.567398119,5.956112853,0,2.507836991,7.523510972,4.388714734,1.253918495,0.313479624,3.448275862,0,0,0,21.94357367,0,0,5.642633229,2.821316614,0,0,0.313479624,0,1.880877743,6.269592476,0,8.150470219,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.79,101,22.71428571,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,1.4327,0,16.0458,1.1461,7.4499,0,1.4327,5.7307,4.8711,0.8596,0.5731,2.8653,0,0,0,25.788,0,0,5.1576,1.7192,0,0.5731,3.7249,0,1.7192,7.4499,0,11.4613,100,1
MD012394,Piston,13.78,110.25,2097,SCS,5.84,104,22.97460317,"Yu, P.S. & Chen, M.T.","Huang, C.C. & Chen, M.T.",Jul-03,2.203875031,0.550918482,23.69140521,0.826427999,6.611524543,0,1.377447032,4.683159028,5.785096544,1.101937516,0.550918482,1.101937516,0,0,0,24.51793376,0,0,3.305812547,4.132240546,0,0,1.928365515,0,1.928365515,7.713462059,0,7.988971575,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.61,111,19,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,0.609756098,0,18.90243902,0.304878049,6.097560976,0,0.914634146,2.743902439,4.268292683,0.914634146,0,0.914634146,0,0,5.792682927,42.98780488,0.914634146,0,1.524390244,2.134146341,0,0,1.829268293,0,0,1.219512195,0,7.926829268,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.65,115,19.25,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,0.995024876,0.995024876,15.92039801,0.995024876,6.965174129,0,0.497512438,0.995024876,6.467661692,0,0,0,0,0,4.47761194,38.30845771,0.995024876,0,3.482587065,8.457711443,0,0,1.990049751,0,0.497512438,1.990049751,0,5.970149254,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.69,119,19.5,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,2.040816327,0.510204082,10.20408163,1.020408163,5.102040816,0,0,1.020408163,5.612244898,0,0,0.510204082,0,0,5.102040816,53.57142857,0,1.020408163,3.571428571,4.591836735,0,0,2.040816327,0,0,0.510204082,0,3.571428571,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.73,105,19.75,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.577287066,0,11.9873817,0,5.362776025,0,1.261829653,5.047318612,5.047318612,2.208201893,0,1.261829653,0,0,4.416403785,44.16403785,0,0.315457413,4.731861199,1.577287066,0,0,0.630914826,0,0,2.839116719,0,7.570977918,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.77,108,20,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,2.06185567,0.343642612,9.621993127,0.343642612,2.06185567,0.343642612,0.687285223,2.06185567,7.216494845,0.343642612,0.343642612,0,0,0,3.436426117,53.95189003,1.718213058,0,2.405498282,6.18556701,0,0,1.030927835,0,0.343642612,0.687285223,0,4.810996564,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.81,111,20.25,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,0.487804878,0,10.73170732,0.975609756,3.902439024,0,0.975609756,0.975609756,7.804878049,0,0.487804878,0,0,0,2.43902439,52.19512195,0.487804878,0,0.487804878,10.24390244,0,0,0.487804878,0,0,0.487804878,0,6.829268293,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.85,114,20.5,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.477832512,0,11.33004926,0.985221675,5.418719212,0,0,1.97044335,5.418719212,1.477832512,0,0,0,0,4.926108374,45.81280788,0,0,1.97044335,11.8226601,0,0,0,0,0,2.463054187,0,4.926108374,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.89,117,20.75,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,0.574712644,0.574712644,10.91954023,0.574712644,2.873563218,0,1.724137931,2.873563218,10.91954023,1.149425287,0,0.574712644,0,0,2.873563218,39.08045977,0,0,2.873563218,11.49425287,0,0,0,0,0,2.298850575,0,8.620689655,100,1
31-KL,Giant piston core,18.75,115.87,3360,SCS,1.97,120,21.25,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.498127341,0.74906367,15.73033708,0,4.868913858,0,0.74906367,1.872659176,6.741573034,0.74906367,0.74906367,0,0,0,2.247191011,39.70037453,0.374531835,0.374531835,3.370786517,13.8576779,0,0,0.74906367,0,0.374531835,0.74906367,0,4.494382022,100,1
31-KL,Hydraulic piston core,18.75,115.87,3360,SCS,2.01,79,21.5,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.290322581,1.290322581,10.32258065,1.290322581,3.225806452,0,0.64516129,1.935483871,3.225806452,1.290322581,0.64516129,0,0,0,3.870967742,40,0,0,2.580645161,16.12903226,0,0,1.290322581,0,1.290322581,3.870967742,0,5.806451613,100,1
31-KL,Hydraulic piston core,18.75,115.87,3360,SCS,2.05,82,21.75,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.470588235,0.980392157,17.64705882,0,3.921568627,0,1.470588235,3.921568627,5.882352941,0.980392157,0,0,0,0,1.960784314,39.70588235,1.960784314,0,3.921568627,10.78431373,0,0,0.980392157,0,0.490196078,0.490196078,0,3.431372549,100,1
31-KL,Hydraulic piston core,18.75,115.87,3360,SCS,2.09,86,22,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.754385965,0.877192982,12.28070175,0.877192982,6.578947368,0,1.315789474,1.754385965,3.070175439,0.877192982,0,0,0,0,4.824561404,38.15789474,1.315789474,0,4.385964912,13.15789474,0,0,1.754385965,0,0.438596491,0.438596491,0,6.140350877,100,1
31-KL,Hydraulic piston core,18.75,115.87,3360,SCS,2.13,89,22.25,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,1.041666667,0.520833333,7.291666667,1.041666667,4.166666667,0.520833333,1.041666667,3.125,5.729166667,0.520833333,0,0,0,0,4.6875,45.83333333,0,0,4.166666667,14.58333333,0,0.520833333,1.5625,0,0.520833333,0,0,3.125,100,1
31-KL,Hydraulic piston core,18.75,115.87,3360,SCS,2.17,90,22.5,"Chen et al., 1998. Paleoceanography","Huang, C.C. & Chen, M.T.",Jul-03,0,0.476190476,5.714285714,0.476190476,3.333333333,0,0.476190476,3.333333333,2.857142857,0.952380952,0,0,0,0,6.666666667,45.71428571,0,0,1.904761905,14.28571429,0,0.476190476,0.952380952,0,1.428571429,1.428571429,0,9.523809524,100,1
17938-2,Hydraulic piston core,19.78,117.53,2840,SCS,3.65,94,19.17,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.301204819,0,10.24096386,1.204819277,5.120481928,0.301204819,0.602409639,3.313253012,6.325301205,0.301204819,0,2.409638554,0,0,0,51.80722892,0,0,2.108433735,6.626506024,0,0.301204819,0.301204819,0,0.301204819,0,0,8.43373494,100,1
17938-2,Hydraulic piston core,19.78,117.53,2840,SCS,3.75,98,19.39,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,2.140672783,0.611620795,12.2324159,1.529051988,3.975535168,0,0.611620795,3.058103976,6.727828746,0.917431193,0,1.529051988,0,0,0.611620795,45.25993884,0.305810398,0,2.752293578,6.116207951,0,0,0,0,0.917431193,1.834862385,0,8.868501529,100,1
17938-2,Hydraulic piston core,19.78,117.53,2840,SCS,3.85,101,19.55,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,2.153846154,0.615384615,15.07692308,0.923076923,4.923076923,0,1.230769231,6.153846154,7.076923077,0.615384615,0,1.846153846,0,0,0,48.30769231,0,0,1.538461538,3.692307692,0,0,0.307692308,0,0.923076923,0.615384615,0,4,100,1
17938-2,Hydraulic piston core,19.78,117.53,2840,SCS,3.95,104,19.72,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.632911392,0.210970464,16.03375527,2.953586498,6.962025316,0,1.687763713,4.008438819,8.64978903,0.421940928,0.421940928,0.632911392,0,0,0.421940928,39.66244726,0,0,3.58649789,7.172995781,0,0,0.421940928,0,0.421940928,0,0,5.696202532,100,1
17938-2,Hydraulic piston core,19.78,117.53,2840,SCS,4.05,109,19.88,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.965601966,0.245700246,15.47911548,2.457002457,1.474201474,0,1.228501229,3.43980344,4.422604423,0.737100737,0,0.245700246,0,0,0,49.63144963,0,0,2.211302211,5.651105651,0,0,0.737100737,0,0.245700246,1.71990172,0,8.108108108,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.15,37,20.05,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.71942446,0.35971223,22.30215827,1.438848921,1.438848921,0,1.079136691,3.956834532,10.79136691,0.71942446,0,0.35971223,0,0,0.35971223,42.44604317,0,0,1.798561151,3.597122302,0,0,0.35971223,0,0.35971223,0.71942446,0,7.194244604,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.25,260,20.21,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.545253863,0.220750552,22.9580574,2.869757174,2.869757174,0,0.662251656,3.53200883,9.492273731,1.103752759,0,0.441501104,0,0,0,38.41059603,0,0.220750552,3.752759382,0.220750552,0,0,0,0,1.545253863,1.766004415,0,8.388520971,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.35,276,20.38,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,2.448979592,0,16.73469388,0,2.448979592,0,0.408163265,4.489795918,7.346938776,1.632653061,0,2.448979592,0,0,0,43.67346939,0,0.816326531,3.673469388,2.040816327,0,0,0,0,2.448979592,2.040816327,0,7.346938776,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.45,169,20.55,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.179245283,0.235849057,13.91509434,0.471698113,3.773584906,0,1.41509434,2.122641509,4.009433962,0.235849057,0,2.594339623,0,0,0,56.36792453,0,0,0.70754717,3.773584906,0,0.235849057,0,0,0.471698113,1.179245283,0,7.311320755,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.55,141,20.71,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.648351648,0,21.42857143,1.098901099,2.747252747,0,1.098901099,3.846153846,7.142857143,0.549450549,0,0.549450549,0,0,0.549450549,38.46153846,0,0,1.098901099,6.593406593,0,0,0,0,0,1.648351648,0,11.53846154,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.65,23,20.88,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,3.856041131,0,17.48071979,0.771208226,7.712082262,0,2.313624679,3.598971722,5.398457584,0.257069409,0,0.257069409,0,0,0.257069409,38.81748072,0,0.514138817,0.771208226,1.285347044,0,0,0,0,0.514138817,2.313624679,0,13.88174807,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.75,157,21.04,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,2.033898305,0,10.16949153,0.677966102,4.745762712,0,1.016949153,2.372881356,4.406779661,0.338983051,0,3.728813559,0,0,0.338983051,48.81355932,0,0.338983051,2.033898305,3.389830508,0,0,0.338983051,0,0.338983051,2.372881356,0,12.54237288,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.85,16,21.21,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.373134328,1.492537313,11.94029851,1.119402985,7.089552239,0,1.492537313,2.23880597,5.597014925,1.492537313,0.373134328,1.119402985,0,0,0,19.40298507,0.373134328,0,1.492537313,20.52238,0,0,5.22388,0,0,2.985074627,0,15.67164179,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,4.95,23,21.37,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.340482574,0.268096515,10.72386059,0.268096515,2.949061662,0,1.072386059,4.289544236,3.753351206,0.536193029,0,0.536193029,0,0,1.072386059,47.1849866,0.268096515,0,2.144772118,9.383378016,0,0,0,0,0.536193029,0.804289544,0,12.86863271,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.05,22,21.54,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.366120219,0,16.66666667,0.546448087,4.918032787,0,1.366120219,3.551912568,6.010928962,0.273224044,0,2.459016393,0,0,1.366120219,50.54644809,0.273224044,0.819672131,1.366120219,0.546448087,0,0,0.546448087,0,0,1.639344262,0,5.737704918,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.15,18,21.71,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.315789474,0,14.47368421,0.657894737,7.894736842,0,2.302631579,2.631578947,4.276315789,0.657894737,0,1.315789474,0,0,0.986842105,48.68421053,0,0,1.644736842,0.657894737,0,0,0.657894737,0,1.315789474,0.986842105,0,9.539473684,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.25,,21.87,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,2.610441767,0.200803213,13.65461847,0.602409639,6.024096386,0,3.012048193,2.208835341,4.21686747,0,0,0.803212851,0,0,0.803212851,48.3935743,0.602409639,0,1.606425703,5.220883534,0,0,2.008032129,0,0.602409639,0,0,7.429718876,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.35,,22.04,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.877133106,0.341296928,10.58020478,2.218430034,5.119453925,0,0.853242321,3.071672355,6.484641638,0.341296928,0,0.853242321,0,0,0.341296928,50.51194539,0.341296928,0,2.730375427,6.484641638,0,0.170648464,0.853242321,0,1.535836177,0.341296928,0,4.948805461,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.45,,22.2,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.408163265,0.816326531,13.26530612,1.020408163,5.714285714,0,4.081632653,3.06122449,13.06122449,0.612244898,0,1.632653061,0,0,1.020408163,42.85714286,0,0,0.612244898,0.612244898,0,0,0.204081633,0,0.204081633,0.816326531,0,10,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.55,,22.37,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.244813278,0.414937759,10.37344398,0.414937759,4.979253112,0,1.659751037,2.489626556,6.22406639,0,0,1.659751037,0,0,2.489626556,49.79253112,0,0,7.053941909,0,0,0,1.659751037,0,1.244813278,0.829875519,0,7.468879668,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.6,,22.45,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.019462465,0.092678406,11.58480074,0.556070436,6.394810009,0,1.297497683,2.873030584,7.784986098,0.370713624,0.092678406,0.370713624,0,0,0,54.03151066,0.092678406,0.185356812,2.224281742,0,0,0.092678406,1.760889713,0,0.46339203,0.556070436,0,8.155699722,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.65,,22.53,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.566572238,0,9.065155807,0.566572238,4.532577904,0,1.133144476,3.116147309,5.099150142,0.566572238,0,1.983002833,0,0,0.283286119,60.33994334,0,0,0.849858357,0.283286119,0,0.283286119,1.416430595,0,0.849858357,1.983002833,0,7.082152975,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.75,,22.7,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,1.10864745,0,12.19512195,0.44345898,7.317073171,0,1.10864745,2.43902439,5.986696231,0.22172949,0.22172949,0.22172949,0,0,0,55.21064302,0.44345898,0.44345898,1.55210643,0,0,0,0.22172949,0,0.66518847,1.55210643,0,8.647450111,100,1
17938-2,Piston core,19.78,117.53,2840,SCS,5.85,,22.87,"Chen et al., 1999. Marine Geology","Huang, C.C. & Chen, M.T.",Jul-03,0.699300699,0.41958042,6.713286713,0.13986014,1.818181818,0,0.559440559,3.216783217,4.055944056,0.13986014,0,0.41958042,0,0,0.559440559,60.6993007,0.27972028,0.13986014,1.538461538,12.02797203,0,0,0.699300699,0,0.27972028,0.27972028,0,5.314685315,100,1
MD012416,Piston core,51.268,167.7255,2317,"Pacific, NW",184.5,,19.11,Kiefer et al. 2003 submitted to GEOLOGY,Thorsten Kiefer,37859,0,0,0,0,0,0,0,0,15.85760518,0,0,0,0,82.20064725,1.941747573,0,0,0,0,0,0,0,0,0,0,0,0,0,309,2
