Event,Latitude,Longitude,Depth sed [m],Species,Absolute Abundance
A180-15,39.267,-36.7,0.6,O. universa,3
A180-15,39.267,-36.7,0.6,G. conglobatus,0
A180-15,39.267,-36.7,0.6,G. ruber ruber,2
A180-15,39.267,-36.7,0.6,G. ruber albus,66
A180-15,39.267,-36.7,0.6,G. tenellus,0
A180-15,39.267,-36.7,0.6,T. sacculifer,6
A180-15,39.267,-36.7,0.6,S. dehiscens,0
A180-15,39.267,-36.7,0.6,G. adamsi,0
A180-15,39.267,-36.7,0.6,G. siphonifera,2
A180-15,39.267,-36.7,0.6,G. calida,0
A180-15,39.267,-36.7,0.6,G. bulloides,49
A180-15,39.267,-36.7,0.6,G. falconensis,11
A180-15,39.267,-36.7,0.6,B. digitata,0
A180-15,39.267,-36.7,0.6,G. rubescens,0
A180-15,39.267,-36.7,0.6,T. humilis,4
A180-15,39.267,-36.7,0.6,T. quinqueloba,41
A180-15,39.267,-36.7,0.6,N. pachyderma,166
A180-15,39.267,-36.7,0.6,N. incompta,4
A180-15,39.267,-36.7,0.6,N. dutertrei,0
A180-15,39.267,-36.7,0.6,G. conglomerata,0
A180-15,39.267,-36.7,0.6,G. hexagonus,0
A180-15,39.267,-36.7,0.6,P. obliquiloculata,219
A180-15,39.267,-36.7,0.6,G. inflata,1
A180-15,39.267,-36.7,0.6,G. crassaformis,12
A180-15,39.267,-36.7,0.6,G. hirsuta,0
A180-15,39.267,-36.7,0.6,G. scitula,0
A180-15,39.267,-36.7,0.6,D. anfracta,0
A180-15,39.267,-36.7,0.6,G. cultrata,0
A180-15,39.267,-36.7,0.6,G. tumida,0
A180-15,39.267,-36.7,0.6,C. nitida,0
A180-15,39.267,-36.7,0.6,G. glutinata,0
A180-15,39.267,-36.7,0.6,T. iota,0
A180-15,39.267,-36.7,0.6,G. uvula,0
A180-15,39.267,-36.7,0.6,B. pumilio,0
A180-15,39.267,-36.7,0.6,H. pelagica,9
A180-15,39.267,-36.7,0.6,H. digitata,0
A180-15,39.267,-36.7,0.6,G. truncatulinoides,5
A180-39,25.833,-19.2998,0.3,O. universa,5
A180-39,25.833,-19.2998,0.3,G. conglobatus,0
A180-39,25.833,-19.2998,0.3,G. ruber ruber,0
A180-39,25.833,-19.2998,0.3,G. ruber albus,40
A180-39,25.833,-19.2998,0.3,G. tenellus,1
A180-39,25.833,-19.2998,0.3,T. sacculifer,4
A180-39,25.833,-19.2998,0.3,S. dehiscens,0
A180-39,25.833,-19.2998,0.3,G. adamsi,0
A180-39,25.833,-19.2998,0.3,G. siphonifera,11
A180-39,25.833,-19.2998,0.3,G. calida,5
A180-39,25.833,-19.2998,0.3,G. bulloides,82
A180-39,25.833,-19.2998,0.3,G. falconensis,24
A180-39,25.833,-19.2998,0.3,B. digitata,1
A180-39,25.833,-19.2998,0.3,G. rubescens,0
A180-39,25.833,-19.2998,0.3,T. humilis,5
A180-39,25.833,-19.2998,0.3,T. quinqueloba,5
A180-39,25.833,-19.2998,0.3,N. pachyderma,24
A180-39,25.833,-19.2998,0.3,N. incompta,0
A180-39,25.833,-19.2998,0.3,N. dutertrei,0
A180-39,25.833,-19.2998,0.3,G. conglomerata,0
A180-39,25.833,-19.2998,0.3,G. hexagonus,0
A180-39,25.833,-19.2998,0.3,P. obliquiloculata,52
A180-39,25.833,-19.2998,0.3,G. inflata,0
A180-39,25.833,-19.2998,0.3,G. crassaformis,172
A180-39,25.833,-19.2998,0.3,G. hirsuta,0
A180-39,25.833,-19.2998,0.3,G. scitula,0
A180-39,25.833,-19.2998,0.3,D. anfracta,0
A180-39,25.833,-19.2998,0.3,G. cultrata,0
A180-39,25.833,-19.2998,0.3,G. tumida,0
A180-39,25.833,-19.2998,0.3,C. nitida,0
A180-39,25.833,-19.2998,0.3,G. glutinata,0
A180-39,25.833,-19.2998,0.3,T. iota,0
A180-39,25.833,-19.2998,0.3,G. uvula,0
A180-39,25.833,-19.2998,0.3,B. pumilio,0
A180-39,25.833,-19.2998,0.3,H. pelagica,1
A180-39,25.833,-19.2998,0.3,H. digitata,0
A180-39,25.833,-19.2998,0.3,G. truncatulinoides,3
A180-74,-0.05,-24.1667,0.5,O. universa,0
A180-74,-0.05,-24.1667,0.5,G. conglobatus,1
A180-74,-0.05,-24.1667,0.5,G. ruber ruber,53
A180-74,-0.05,-24.1667,0.5,G. ruber albus,0
A180-74,-0.05,-24.1667,0.5,G. tenellus,1
A180-74,-0.05,-24.1667,0.5,T. sacculifer,39
A180-74,-0.05,-24.1667,0.5,S. dehiscens,0
A180-74,-0.05,-24.1667,0.5,G. adamsi,0
A180-74,-0.05,-24.1667,0.5,G. siphonifera,5
A180-74,-0.05,-24.1667,0.5,G. calida,0
A180-74,-0.05,-24.1667,0.5,G. bulloides,23
A180-74,-0.05,-24.1667,0.5,G. falconensis,0
A180-74,-0.05,-24.1667,0.5,B. digitata,0
A180-74,-0.05,-24.1667,0.5,G. rubescens,9
A180-74,-0.05,-24.1667,0.5,T. humilis,0
A180-74,-0.05,-24.1667,0.5,T. quinqueloba,0
A180-74,-0.05,-24.1667,0.5,N. pachyderma,2
A180-74,-0.05,-24.1667,0.5,N. incompta,40
A180-74,-0.05,-24.1667,0.5,N. dutertrei,125
A180-74,-0.05,-24.1667,0.5,G. conglomerata,0
A180-74,-0.05,-24.1667,0.5,G. hexagonus,0
A180-74,-0.05,-24.1667,0.5,P. obliquiloculata,0
A180-74,-0.05,-24.1667,0.5,G. inflata,42
A180-74,-0.05,-24.1667,0.5,G. crassaformis,6
A180-74,-0.05,-24.1667,0.5,G. hirsuta,0
A180-74,-0.05,-24.1667,0.5,G. scitula,1
A180-74,-0.05,-24.1667,0.5,D. anfracta,0
A180-74,-0.05,-24.1667,0.5,G. cultrata,0
A180-74,-0.05,-24.1667,0.5,G. tumida,0
A180-74,-0.05,-24.1667,0.5,C. nitida,0
A180-74,-0.05,-24.1667,0.5,G. glutinata,51
A180-74,-0.05,-24.1667,0.5,T. iota,0
A180-74,-0.05,-24.1667,0.5,G. uvula,0
A180-74,-0.05,-24.1667,0.5,B. pumilio,0
A180-74,-0.05,-24.1667,0.5,H. pelagica,0
A180-74,-0.05,-24.1667,0.5,H. digitata,0
A180-74,-0.05,-24.1667,0.5,G. truncatulinoides,56
V16-205,15.4,-43.4,0.19,O. universa,4
V16-205,15.4,-43.4,0.19,G. conglobatus,11
V16-205,15.4,-43.4,0.19,G. ruber ruber,16
V16-205,15.4,-43.4,0.19,G. ruber albus,239
V16-205,15.4,-43.4,0.19,G. tenellus,8
V16-205,15.4,-43.4,0.19,T. sacculifer,100
V16-205,15.4,-43.4,0.19,S. dehiscens,0
V16-205,15.4,-43.4,0.19,G. adamsi,0
V16-205,15.4,-43.4,0.19,G. siphonifera,15
V16-205,15.4,-43.4,0.19,G. calida,4
V16-205,15.4,-43.4,0.19,G. bulloides,4
V16-205,15.4,-43.4,0.19,G. falconensis,3
V16-205,15.4,-43.4,0.19,B. digitata,6
V16-205,15.4,-43.4,0.19,G. rubescens,0
V16-205,15.4,-43.4,0.19,T. humilis,0
V16-205,15.4,-43.4,0.19,T. quinqueloba,0
V16-205,15.4,-43.4,0.19,N. pachyderma,1
V16-205,15.4,-43.4,0.19,N. incompta,11
V16-205,15.4,-43.4,0.19,N. dutertrei,0
V16-205,15.4,-43.4,0.19,G. conglomerata,0
V16-205,15.4,-43.4,0.19,G. hexagonus,2
V16-205,15.4,-43.4,0.19,P. obliquiloculata,8
V16-205,15.4,-43.4,0.19,G. inflata,1
V16-205,15.4,-43.4,0.19,G. crassaformis,6
V16-205,15.4,-43.4,0.19,G. hirsuta,0
V16-205,15.4,-43.4,0.19,G. scitula,1
V16-205,15.4,-43.4,0.19,D. anfracta,1
V16-205,15.4,-43.4,0.19,G. cultrata,0
V16-205,15.4,-43.4,0.19,G. tumida,2
V16-205,15.4,-43.4,0.19,C. nitida,0
V16-205,15.4,-43.4,0.19,G. glutinata,0
V16-205,15.4,-43.4,0.19,T. iota,0
V16-205,15.4,-43.4,0.19,G. uvula,0
V16-205,15.4,-43.4,0.19,B. pumilio,0
V16-205,15.4,-43.4,0.19,H. pelagica,5
V16-205,15.4,-43.4,0.19,H. digitata,0
V16-205,15.4,-43.4,0.19,G. truncatulinoides,32
V16-25,5.067,-36.8,0.55,O. universa,3
V16-25,5.067,-36.8,0.55,G. conglobatus,3
V16-25,5.067,-36.8,0.55,G. ruber ruber,0
V16-25,5.067,-36.8,0.55,G. ruber albus,117
V16-25,5.067,-36.8,0.55,G. tenellus,0
V16-25,5.067,-36.8,0.55,T. sacculifer,117
V16-25,5.067,-36.8,0.55,S. dehiscens,0
V16-25,5.067,-36.8,0.55,G. adamsi,0
V16-25,5.067,-36.8,0.55,G. siphonifera,4
V16-25,5.067,-36.8,0.55,G. calida,1
V16-25,5.067,-36.8,0.55,G. bulloides,8
V16-25,5.067,-36.8,0.55,G. falconensis,0
V16-25,5.067,-36.8,0.55,B. digitata,1
V16-25,5.067,-36.8,0.55,G. rubescens,7
V16-25,5.067,-36.8,0.55,T. humilis,2
V16-25,5.067,-36.8,0.55,T. quinqueloba,0
V16-25,5.067,-36.8,0.55,N. pachyderma,0
V16-25,5.067,-36.8,0.55,N. incompta,4
V16-25,5.067,-36.8,0.55,N. dutertrei,33
V16-25,5.067,-36.8,0.55,G. conglomerata,0
V16-25,5.067,-36.8,0.55,G. hexagonus,0
V16-25,5.067,-36.8,0.55,P. obliquiloculata,0
V16-25,5.067,-36.8,0.55,G. inflata,0
V16-25,5.067,-36.8,0.55,G. crassaformis,6
V16-25,5.067,-36.8,0.55,G. hirsuta,0
V16-25,5.067,-36.8,0.55,G. scitula,0
V16-25,5.067,-36.8,0.55,D. anfracta,0
V16-25,5.067,-36.8,0.55,G. cultrata,0
V16-25,5.067,-36.8,0.55,G. tumida,0
V16-25,5.067,-36.8,0.55,C. nitida,0
V16-25,5.067,-36.8,0.55,G. glutinata,3
V16-25,5.067,-36.8,0.55,T. iota,0
V16-25,5.067,-36.8,0.55,G. uvula,0
V16-25,5.067,-36.8,0.55,B. pumilio,0
V16-25,5.067,-36.8,0.55,H. pelagica,0
V16-25,5.067,-36.8,0.55,H. digitata,0
V16-25,5.067,-36.8,0.55,G. truncatulinoides,4
V17-165,32.75,-41.9,0.5,O. universa,0
V17-165,32.75,-41.9,0.5,G. conglobatus,4
V17-165,32.75,-41.9,0.5,G. ruber ruber,0
V17-165,32.75,-41.9,0.5,G. ruber albus,100
V17-165,32.75,-41.9,0.5,G. tenellus,1
V17-165,32.75,-41.9,0.5,T. sacculifer,4
V17-165,32.75,-41.9,0.5,S. dehiscens,0
V17-165,32.75,-41.9,0.5,G. adamsi,0
V17-165,32.75,-41.9,0.5,G. siphonifera,5
V17-165,32.75,-41.9,0.5,G. calida,6
V17-165,32.75,-41.9,0.5,G. bulloides,13
V17-165,32.75,-41.9,0.5,G. falconensis,28
V17-165,32.75,-41.9,0.5,B. digitata,0
V17-165,32.75,-41.9,0.5,G. rubescens,0
V17-165,32.75,-41.9,0.5,T. humilis,0
V17-165,32.75,-41.9,0.5,T. quinqueloba,1
V17-165,32.75,-41.9,0.5,N. pachyderma,14
V17-165,32.75,-41.9,0.5,N. incompta,0
V17-165,32.75,-41.9,0.5,N. dutertrei,0
V17-165,32.75,-41.9,0.5,G. conglomerata,0
V17-165,32.75,-41.9,0.5,G. hexagonus,0
V17-165,32.75,-41.9,0.5,P. obliquiloculata,98
V17-165,32.75,-41.9,0.5,G. inflata,1
V17-165,32.75,-41.9,0.5,G. crassaformis,38
V17-165,32.75,-41.9,0.5,G. hirsuta,0
V17-165,32.75,-41.9,0.5,G. scitula,0
V17-165,32.75,-41.9,0.5,D. anfracta,0
V17-165,32.75,-41.9,0.5,G. cultrata,0
V17-165,32.75,-41.9,0.5,G. tumida,0
V17-165,32.75,-41.9,0.5,C. nitida,0
V17-165,32.75,-41.9,0.5,G. glutinata,0
V17-165,32.75,-41.9,0.5,T. iota,0
V17-165,32.75,-41.9,0.5,G. uvula,0
V17-165,32.75,-41.9,0.5,B. pumilio,0
V17-165,32.75,-41.9,0.5,H. pelagica,10
V17-165,32.75,-41.9,0.5,H. digitata,0
V17-165,32.75,-41.9,0.5,G. truncatulinoides,7
V19-291,2,-5.25,0.8,O. universa,6
V19-291,2,-5.25,0.8,G. conglobatus,1
V19-291,2,-5.25,0.8,G. ruber ruber,33
V19-291,2,-5.25,0.8,G. ruber albus,139
V19-291,2,-5.25,0.8,G. tenellus,0
V19-291,2,-5.25,0.8,T. sacculifer,31
V19-291,2,-5.25,0.8,S. dehiscens,0
V19-291,2,-5.25,0.8,G. adamsi,0
V19-291,2,-5.25,0.8,G. siphonifera,6
V19-291,2,-5.25,0.8,G. calida,0
V19-291,2,-5.25,0.8,G. bulloides,23
V19-291,2,-5.25,0.8,G. falconensis,0
V19-291,2,-5.25,0.8,B. digitata,0
V19-291,2,-5.25,0.8,G. rubescens,1
V19-291,2,-5.25,0.8,T. humilis,0
V19-291,2,-5.25,0.8,T. quinqueloba,0
V19-291,2,-5.25,0.8,N. pachyderma,1
V19-291,2,-5.25,0.8,N. incompta,12
V19-291,2,-5.25,0.8,N. dutertrei,54
V19-291,2,-5.25,0.8,G. conglomerata,0
V19-291,2,-5.25,0.8,G. hexagonus,0
V19-291,2,-5.25,0.8,P. obliquiloculata,1
V19-291,2,-5.25,0.8,G. inflata,18
V19-291,2,-5.25,0.8,G. crassaformis,8
V19-291,2,-5.25,0.8,G. hirsuta,0
V19-291,2,-5.25,0.8,G. scitula,2
V19-291,2,-5.25,0.8,D. anfracta,0
V19-291,2,-5.25,0.8,G. cultrata,0
V19-291,2,-5.25,0.8,G. tumida,0
V19-291,2,-5.25,0.8,C. nitida,0
V19-291,2,-5.25,0.8,G. glutinata,22
V19-291,2,-5.25,0.8,T. iota,0
V19-291,2,-5.25,0.8,G. uvula,0
V19-291,2,-5.25,0.8,B. pumilio,0
V19-291,2,-5.25,0.8,H. pelagica,0
V19-291,2,-5.25,0.8,H. digitata,0
V19-291,2,-5.25,0.8,G. truncatulinoides,2
V20-242,23.367,-43.65,0.29,O. universa,0
V20-242,23.367,-43.65,0.29,G. conglobatus,5
V20-242,23.367,-43.65,0.29,G. ruber ruber,4
V20-242,23.367,-43.65,0.29,G. ruber albus,211
V20-242,23.367,-43.65,0.29,G. tenellus,25
V20-242,23.367,-43.65,0.29,T. sacculifer,21
V20-242,23.367,-43.65,0.29,S. dehiscens,0
V20-242,23.367,-43.65,0.29,G. adamsi,0
V20-242,23.367,-43.65,0.29,G. siphonifera,24
V20-242,23.367,-43.65,0.29,G. calida,0
V20-242,23.367,-43.65,0.29,G. bulloides,4
V20-242,23.367,-43.65,0.29,G. falconensis,5
V20-242,23.367,-43.65,0.29,B. digitata,5
V20-242,23.367,-43.65,0.29,G. rubescens,0
V20-242,23.367,-43.65,0.29,T. humilis,0
V20-242,23.367,-43.65,0.29,T. quinqueloba,0
V20-242,23.367,-43.65,0.29,N. pachyderma,0
V20-242,23.367,-43.65,0.29,N. incompta,0
V20-242,23.367,-43.65,0.29,N. dutertrei,0
V20-242,23.367,-43.65,0.29,G. conglomerata,0
V20-242,23.367,-43.65,0.29,G. hexagonus,0
V20-242,23.367,-43.65,0.29,P. obliquiloculata,3
V20-242,23.367,-43.65,0.29,G. inflata,2
V20-242,23.367,-43.65,0.29,G. crassaformis,1
V20-242,23.367,-43.65,0.29,G. hirsuta,0
V20-242,23.367,-43.65,0.29,G. scitula,1
V20-242,23.367,-43.65,0.29,D. anfracta,0
V20-242,23.367,-43.65,0.29,G. cultrata,0
V20-242,23.367,-43.65,0.29,G. tumida,1
V20-242,23.367,-43.65,0.29,C. nitida,0
V20-242,23.367,-43.65,0.29,G. glutinata,0
V20-242,23.367,-43.65,0.29,T. iota,0
V20-242,23.367,-43.65,0.29,G. uvula,0
V20-242,23.367,-43.65,0.29,B. pumilio,0
V20-242,23.367,-43.65,0.29,H. pelagica,3
V20-242,23.367,-43.65,0.29,H. digitata,0
V20-242,23.367,-43.65,0.29,G. truncatulinoides,8
V22-186,3.383,-20.12,0.3,O. universa,1
V22-186,3.383,-20.12,0.3,G. conglobatus,8
V22-186,3.383,-20.12,0.3,G. ruber ruber,3
V22-186,3.383,-20.12,0.3,G. ruber albus,45
V22-186,3.383,-20.12,0.3,G. tenellus,0
V22-186,3.383,-20.12,0.3,T. sacculifer,92
V22-186,3.383,-20.12,0.3,S. dehiscens,0
V22-186,3.383,-20.12,0.3,G. adamsi,0
V22-186,3.383,-20.12,0.3,G. siphonifera,14
V22-186,3.383,-20.12,0.3,G. calida,0
V22-186,3.383,-20.12,0.3,G. bulloides,0
V22-186,3.383,-20.12,0.3,G. falconensis,4
V22-186,3.383,-20.12,0.3,B. digitata,5
V22-186,3.383,-20.12,0.3,G. rubescens,0
V22-186,3.383,-20.12,0.3,T. humilis,0
V22-186,3.383,-20.12,0.3,T. quinqueloba,0
V22-186,3.383,-20.12,0.3,N. pachyderma,1
V22-186,3.383,-20.12,0.3,N. incompta,15
V22-186,3.383,-20.12,0.3,N. dutertrei,106
V22-186,3.383,-20.12,0.3,G. conglomerata,0
V22-186,3.383,-20.12,0.3,G. hexagonus,0
V22-186,3.383,-20.12,0.3,P. obliquiloculata,2
V22-186,3.383,-20.12,0.3,G. inflata,25
V22-186,3.383,-20.12,0.3,G. crassaformis,12
V22-186,3.383,-20.12,0.3,G. hirsuta,0
V22-186,3.383,-20.12,0.3,G. scitula,0
V22-186,3.383,-20.12,0.3,D. anfracta,0
V22-186,3.383,-20.12,0.3,G. cultrata,1
V22-186,3.383,-20.12,0.3,G. tumida,3
V22-186,3.383,-20.12,0.3,C. nitida,0
V22-186,3.383,-20.12,0.3,G. glutinata,5
V22-186,3.383,-20.12,0.3,T. iota,0
V22-186,3.383,-20.12,0.3,G. uvula,0
V22-186,3.383,-20.12,0.3,B. pumilio,0
V22-186,3.383,-20.12,0.3,H. pelagica,0
V22-186,3.383,-20.12,0.3,H. digitata,0
V22-186,3.383,-20.12,0.3,G. truncatulinoides,4
V22-197,14.167,-18.58,0.72,O. universa,7
V22-197,14.167,-18.58,0.72,G. conglobatus,0
V22-197,14.167,-18.58,0.72,G. ruber ruber,20
V22-197,14.167,-18.58,0.72,G. ruber albus,40
V22-197,14.167,-18.58,0.72,G. tenellus,0
V22-197,14.167,-18.58,0.72,T. sacculifer,5
V22-197,14.167,-18.58,0.72,S. dehiscens,0
V22-197,14.167,-18.58,0.72,G. adamsi,0
V22-197,14.167,-18.58,0.72,G. siphonifera,5
V22-197,14.167,-18.58,0.72,G. calida,0
V22-197,14.167,-18.58,0.72,G. bulloides,116
V22-197,14.167,-18.58,0.72,G. falconensis,12
V22-197,14.167,-18.58,0.72,B. digitata,0
V22-197,14.167,-18.58,0.72,G. rubescens,0
V22-197,14.167,-18.58,0.72,T. humilis,3
V22-197,14.167,-18.58,0.72,T. quinqueloba,0
V22-197,14.167,-18.58,0.72,N. pachyderma,1
V22-197,14.167,-18.58,0.72,N. incompta,23
V22-197,14.167,-18.58,0.72,N. dutertrei,16
V22-197,14.167,-18.58,0.72,G. conglomerata,0
V22-197,14.167,-18.58,0.72,G. hexagonus,0
V22-197,14.167,-18.58,0.72,P. obliquiloculata,2
V22-197,14.167,-18.58,0.72,G. inflata,20
V22-197,14.167,-18.58,0.72,G. crassaformis,6
V22-197,14.167,-18.58,0.72,G. hirsuta,0
V22-197,14.167,-18.58,0.72,G. scitula,3
V22-197,14.167,-18.58,0.72,D. anfracta,0
V22-197,14.167,-18.58,0.72,G. cultrata,6
V22-197,14.167,-18.58,0.72,G. tumida,3
V22-197,14.167,-18.58,0.72,C. nitida,0
V22-197,14.167,-18.58,0.72,G. glutinata,22
V22-197,14.167,-18.58,0.72,T. iota,0
V22-197,14.167,-18.58,0.72,G. uvula,1
V22-197,14.167,-18.58,0.72,B. pumilio,0
V22-197,14.167,-18.58,0.72,H. pelagica,0
V22-197,14.167,-18.58,0.72,H. digitata,0
V22-197,14.167,-18.58,0.72,G. truncatulinoides,0
V22-26,8.717,-41.25,0.4,O. universa,0
V22-26,8.717,-41.25,0.4,G. conglobatus,0
V22-26,8.717,-41.25,0.4,G. ruber ruber,4
V22-26,8.717,-41.25,0.4,G. ruber albus,171
V22-26,8.717,-41.25,0.4,G. tenellus,1
V22-26,8.717,-41.25,0.4,T. sacculifer,60
V22-26,8.717,-41.25,0.4,S. dehiscens,0
V22-26,8.717,-41.25,0.4,G. adamsi,0
V22-26,8.717,-41.25,0.4,G. siphonifera,4
V22-26,8.717,-41.25,0.4,G. calida,3
V22-26,8.717,-41.25,0.4,G. bulloides,22
V22-26,8.717,-41.25,0.4,G. falconensis,5
V22-26,8.717,-41.25,0.4,B. digitata,5
V22-26,8.717,-41.25,0.4,G. rubescens,4
V22-26,8.717,-41.25,0.4,T. humilis,0
V22-26,8.717,-41.25,0.4,T. quinqueloba,0
V22-26,8.717,-41.25,0.4,N. pachyderma,0
V22-26,8.717,-41.25,0.4,N. incompta,0
V22-26,8.717,-41.25,0.4,N. dutertrei,40
V22-26,8.717,-41.25,0.4,G. conglomerata,0
V22-26,8.717,-41.25,0.4,G. hexagonus,0
V22-26,8.717,-41.25,0.4,P. obliquiloculata,0
V22-26,8.717,-41.25,0.4,G. inflata,12
V22-26,8.717,-41.25,0.4,G. crassaformis,6
V22-26,8.717,-41.25,0.4,G. hirsuta,0
V22-26,8.717,-41.25,0.4,G. scitula,5
V22-26,8.717,-41.25,0.4,D. anfracta,0
V22-26,8.717,-41.25,0.4,G. cultrata,0
V22-26,8.717,-41.25,0.4,G. tumida,0
V22-26,8.717,-41.25,0.4,C. nitida,0
V22-26,8.717,-41.25,0.4,G. glutinata,51
V22-26,8.717,-41.25,0.4,T. iota,0
V22-26,8.717,-41.25,0.4,G. uvula,0
V22-26,8.717,-41.25,0.4,B. pumilio,0
V22-26,8.717,-41.25,0.4,H. pelagica,0
V22-26,8.717,-41.25,0.4,H. digitata,0
V22-26,8.717,-41.25,0.4,G. truncatulinoides,15
V23-100,21.3,-22.68,0.42,O. universa,3
V23-100,21.3,-22.68,0.42,G. conglobatus,0
V23-100,21.3,-22.68,0.42,G. ruber ruber,3
V23-100,21.3,-22.68,0.42,G. ruber albus,16
V23-100,21.3,-22.68,0.42,G. tenellus,2
V23-100,21.3,-22.68,0.42,T. sacculifer,14
V23-100,21.3,-22.68,0.42,S. dehiscens,0
V23-100,21.3,-22.68,0.42,G. adamsi,0
V23-100,21.3,-22.68,0.42,G. siphonifera,14
V23-100,21.3,-22.68,0.42,G. calida,1
V23-100,21.3,-22.68,0.42,G. bulloides,27
V23-100,21.3,-22.68,0.42,G. falconensis,3
V23-100,21.3,-22.68,0.42,B. digitata,0
V23-100,21.3,-22.68,0.42,G. rubescens,0
V23-100,21.3,-22.68,0.42,T. humilis,1
V23-100,21.3,-22.68,0.42,T. quinqueloba,2
V23-100,21.3,-22.68,0.42,N. pachyderma,9
V23-100,21.3,-22.68,0.42,N. incompta,31
V23-100,21.3,-22.68,0.42,N. dutertrei,0
V23-100,21.3,-22.68,0.42,G. conglomerata,0
V23-100,21.3,-22.68,0.42,G. hexagonus,0
V23-100,21.3,-22.68,0.42,P. obliquiloculata,39
V23-100,21.3,-22.68,0.42,G. inflata,2
V23-100,21.3,-22.68,0.42,G. crassaformis,112
V23-100,21.3,-22.68,0.42,G. hirsuta,0
V23-100,21.3,-22.68,0.42,G. scitula,3
V23-100,21.3,-22.68,0.42,D. anfracta,0
V23-100,21.3,-22.68,0.42,G. cultrata,0
V23-100,21.3,-22.68,0.42,G. tumida,3
V23-100,21.3,-22.68,0.42,C. nitida,0
V23-100,21.3,-22.68,0.42,G. glutinata,0
V23-100,21.3,-22.68,0.42,T. iota,0
V23-100,21.3,-22.68,0.42,G. uvula,0
V23-100,21.3,-22.68,0.42,B. pumilio,0
V23-100,21.3,-22.68,0.42,H. pelagica,7
V23-100,21.3,-22.68,0.42,H. digitata,0
V23-100,21.3,-22.68,0.42,G. truncatulinoides,3
V23-91,29.583,-28.57,0.3,O. universa,4
