Latitude,Longitude,Symbiont-barren Non-Spinose,Symbiont-barren Spinose,Symbiont-facultative Non-Spinose,Symbiont-obligate Spinose,SST
-55.33,65.467,0.972727272727273,0.0181818181818182,0.006060606060606,0.003030303030303,-1.0921789754574516
-53.038,119.735,0.582716049382716,0.279012345679012,0.133333333333333,0.0,0.14268307333354088
-51.08,129.97,0.472972972972973,0.368243243243243,0.131756756756757,0.0101351351351351,1.5944253322242055
-50.87,-9.867,0.986111111111111,0.0111111111111111,0.0,0.0027777777777777,0.9881629556265537
-50.7167,13.4333,0.959247648902821,0.0313479623824451,0.0094043887147335,0.0,1.0521164778624
-49.92,-15.57,0.590977443609023,0.0827067669172932,0.321804511278196,0.0,3.0096039526628973
-49.378,94.832,0.308474576271186,0.433898305084746,0.233898305084746,0.0,3.135081455868186
-49.33,127.12,0.233576642335766,0.456204379562044,0.237226277372263,0.0291970802919708,2.8325601495288986
-49.0,-4.6,0.981627296587926,0.010498687664042,0.0078740157480314,0.0,4.930561625617879
-48.008,114.478,0.225225225225225,0.515315315315315,0.207207207207207,0.0,3.254855326535756
-47.988,95.037,0.301003344481605,0.444816053511706,0.22742474916388,0.0,3.9014743130150995
-47.77,123.1,0.1,0.61025641025641,0.223076923076923,0.0051282051282051,4.1170251113029535
-47.533,114.423,0.294605809128631,0.477178423236515,0.180497925311203,0.0041493775933609,3.9563046739437944
-47.128,95.08,0.262247838616715,0.461095100864553,0.236311239193084,0.0,3.9014743130150995
-46.75,-0.05,0.27445652173913,0.25,0.445652173913043,0.0027173913043478,4.561776033525804
-46.6,7.625,0.444852941176471,0.397058823529412,0.128676470588235,0.0036764705882352,4.518629540160534
-46.53,125.57,0.178484107579462,0.452322738386308,0.246943765281174,0.0268948655256724,4.881776873413944
-46.448,114.417,0.176829268292683,0.510162601626016,0.215447154471545,0.0142276422764228,4.687789655482603
-46.13,-10.9,0.652542372881356,0.208474576271186,0.130508474576271,0.0050847457627118,6.436960448672826
-46.1,-13.23,0.449035812672176,0.366391184573003,0.15702479338843,0.0110192837465565,6.526165013755439
-46.02,44.367,0.325396825396825,0.396825396825397,0.259259259259259,0.0,3.387141160854263
-45.42,121.12,0.0883977900552486,0.632596685082873,0.196132596685083,0.0303867403314917,5.534708166444976
-45.022,95.082,0.289473684210526,0.35,0.307894736842105,0.0,5.370202087476989
-45.0,45.767,0.345108695652174,0.361413043478261,0.271739130434783,0.0,5.98140498662136
-44.77,92.417,0.260162601626016,0.411924119241192,0.279132791327913,0.010840108401084,6.1024577190005385
-44.47,-6.633,0.160857908847185,0.544235924932976,0.211796246648794,0.0134048257372654,7.387443696904137
-43.953,114.368,0.175438596491228,0.387914230019493,0.313840155945419,0.0448343079922027,6.819532222410479
-43.78,46.2,0.415929203539823,0.389380530973451,0.18141592920354,0.0044247787610619,7.915932373100004
-43.63,51.267,0.430051813471503,0.316062176165803,0.248704663212435,0.0,7.748908764040587
-43.18,-3.25,0.0674846625766871,0.595092024539877,0.259713701431493,0.0020449897750511,7.209913013204401
-43.03,57.35,0.221311475409836,0.147540983606557,0.622950819672131,0.0,7.593602812347429
-42.58,-17.8,0.155555555555556,0.526984126984127,0.193650793650794,0.0253968253968254,8.798182533620661
-41.37,114.13,0.0562770562770563,0.506493506493507,0.363636363636364,0.012987012987013,8.314676241138685
-39.38,104.37,0.159663865546218,0.277310924369748,0.357142857142857,0.109243697478992,9.538692025375191
-39.2,13.5,0.191176470588235,0.208823529411765,0.364705882352941,0.161764705882353,12.883467782659983
-38.98,29.933,0.381410256410257,0.0544871794871795,0.512820512820513,0.0128205128205128,14.11061430448496
-38.57,140.62,0.160869565217391,0.226086956521739,0.38695652173913,0.121739130434783,10.722819072094428
-38.03,83.483,0.24822695035461,0.265957446808511,0.209219858156028,0.180851063829787,10.39936688249732
-37.63,37.867,0.28804347826087,0.078804347826087,0.584239130434783,0.0190217391304348,13.922620546966417
-37.15,43.5,0.341549295774648,0.109154929577465,0.401408450704225,0.126760563380282,13.297344462956257
-36.75,120.9,0.242647058823529,0.147058823529412,0.448529411764706,0.117647058823529,12.266555057420712
-36.48,69.55,0.483018867924528,0.128301886792453,0.275471698113208,0.0452830188679245,12.72663214455667
-36.12,41.85,0.0648148148148148,0.0154320987654321,0.867283950617284,0.0339506172839506,14.324517454685898
-35.88,15.917,0.337539432176656,0.0694006309148265,0.570977917981073,0.0063091482649842,15.854996650552245
-34.92,67.583,0.287096774193548,0.0483870967741936,0.548387096774194,0.0387096774193548,14.577071704694594
-34.33,54.217,0.190217391304348,0.0380434782608696,0.730978260869565,0.0298913043478261,15.40619502156791
-33.8,112.98,0.0554382644146768,0.129968695398952,0.478996796738497,0.251019219569016,15.427070652329261
-33.35,16.433,0.209452479338843,0.0357880755608028,0.602002164502165,0.1086186540732,15.044289292598007
-33.23,15.983,0.181494661921708,0.117437722419929,0.540925266903915,0.106761565836299,15.099537043234697
-33.2,15.0,0.25748502994012,0.0449101796407186,0.51497005988024,0.125748502994012,15.099537043234697
-32.38,84.85,0.252525252525253,0.0841750841750842,0.353535353535354,0.208754208754209,14.91727333788242
-31.63,83.8,0.136622390891841,0.0588235294117647,0.383301707779886,0.280834914611006,15.64964055296552
-31.57,114.12,0.0212014134275618,0.0212014134275618,0.858657243816255,0.0671378091872792,16.93693602499657
-31.53,99.25,0.10467706013363,0.144766146993319,0.204899777282851,0.407572383073497,14.359801328020692
-31.05,82.85,0.190769230769231,0.0215384615384615,0.470769230769231,0.209230769230769,15.743290242576004
-30.58,13.283,0.243243243243243,0.039039039039039,0.504504504504505,0.165165165165165,15.092415109067652
-30.57,114.45,0.0358126721763085,0.0495867768595041,0.46831955922865,0.429752066115702,17.41717365293559
-30.2,91.717,0.11704834605598,0.124681933842239,0.170483460559796,0.458015267175573,15.326889658148245
-29.73,79.567,0.0995850622406639,0.0622406639004149,0.282157676348548,0.400414937759336,17.091730861061684
-29.52,9.583,0.476997578692494,0.0048426150121065,0.479418886198547,0.0338983050847458,15.112230061549992
-28.883,92.833,0.077319587628866,0.0592783505154639,0.268041237113402,0.407216494845361,16.067547906272576
-28.07,95.967,0.0559210526315789,0.0625,0.292763157894737,0.407894736842105,15.809529548121668
-28.017,95.183,0.0779661016949152,0.0135593220338983,0.440677966101695,0.284745762711864,15.809529548121668
-25.49,11.307,0.476396570397112,0.0601301444043321,0.197266004813478,0.0246604693140794,16.36139536917806
-23.05,64.9,0.014760147601476,0.047970479704797,0.191881918819188,0.675276752767528,20.57578996914239
-22.98,7.017,0.298816568047337,0.0473372781065089,0.292899408284024,0.289940828402367,16.615901445580608
-22.4,57.633,0.0140515222482436,0.0046838407494145,0.234192037470726,0.690866510538642,21.433162112861673
-22.13,68.767,0.010752688172043,0.043010752688172,0.166666666666667,0.736559139784946,20.567692209276256
-21.98,68.483,0.0515021459227468,0.0085836909871244,0.15450643776824,0.682403433476395,20.831045138392568
-21.83,10.8,0.699481865284974,0.103626943005181,0.13160621761658,0.0601036269430052,18.46682896461984
-21.42,112.8,0.0241691842900302,0.117824773413897,0.323262839879154,0.531722054380665,23.117794374674315
-20.58,63.533,0.0588235294117647,0.0849673202614379,0.313725490196078,0.509803921568627,21.452046476378698
-19.92,41.6,0.114058355437666,0.0212201591511936,0.270557029177719,0.575596816976127,23.747683780390588
-16.23,58.633,0.0294117647058824,0.0481283422459893,0.229946524064171,0.692513368983957,22.557243325071582
-15.59,58.852,0.0267857142857143,0.0476190476190476,0.342261904761905,0.577380952380953,22.718605385096435
-13.61,59.638,0.0634441087613293,0.0483383685800604,0.317220543806647,0.558912386706949,23.089587529002127
-12.85,59.872,0.0537634408602151,0.032258064516129,0.309139784946237,0.602150537634409,23.32270277545117
-12.38,61.617,0.0566037735849057,0.0314465408805031,0.305031446540881,0.591194968553459,23.298080999044686
-4.3,64.817,0.0869565217391305,0.016304347826087,0.690217391304348,0.179347826086957,25.22184390775082
-4.217,41.55,0.0699481865284974,0.106217616580311,0.295336787564767,0.523316062176166,23.795762342047148
-2.833,66.3,0.144876325088339,0.0035335689045936,0.72791519434629,0.102473498233216,25.391445187827266
-2.807,61.203,0.119186046511628,0.0145348837209302,0.424418604651163,0.415697674418605,25.281590585501554
-0.7667,-26.0333,0.248743718592965,0.0402010050251256,0.293969849246231,0.334170854271357,22.88489529854492
-0.633,69.45,0.0986547085201794,0.0269058295964126,0.62780269058296,0.237668161434978,25.35327447407189
-0.05,-24.1667,0.207436399217221,0.0469667318982387,0.426614481409002,0.209393346379648,22.780135173763192
0.3,-14.8,0.0822368421052632,0.0,0.440789473684211,0.473684210526316,22.353065488720755
0.85,-32.85,0.0168067226890756,0.0140056022408964,0.184873949579832,0.784313725490196,23.092344303721386
0.917,-43.77,0.0119047619047619,0.0,0.241071428571429,0.74702380952381,23.241352275974418
1.0,1.983,0.0679886685552408,0.0141643059490085,0.614730878186969,0.30028328611898,22.967343892951938
1.05,-13.63,0.228915662650602,0.0060240963855421,0.430722891566265,0.307228915662651,22.986229157870707
1.417,-9.083,0.255506607929515,0.0066079295154185,0.63215859030837,0.0991189427312775,22.911726332132574
1.683,-41.52,0.112462006079027,0.0,0.346504559270517,0.531914893617021,22.89226433247269
1.75,-16.05,0.0708117443868739,0.001727115716753,0.412780656303972,0.50259067357513,23.11805558134832
1.967,-37.07,0.0198675496688742,0.0044150110375275,0.169977924944812,0.799116997792495,23.009355743147733
2.0,-5.25,0.205188679245283,0.0542452830188679,0.224056603773585,0.511792452830189,23.396821355463647
2.1,-35.6,0.0314465408805031,0.0062893081761006,0.169811320754717,0.779874213836478,23.296884400628784
2.217,-45.4,0.0268817204301075,0.0026881720430107,0.201612903225806,0.768817204301075,23.163939103639276
3.05,-11.82,0.262295081967213,0.0054644808743169,0.278688524590164,0.453551912568306,23.99130774156055
3.383,-20.12,0.155495978552279,0.0,0.372654155495979,0.447721179624665,24.18807326986478
3.65,-18.3,0.403470715835141,0.0043383947939262,0.44468546637744,0.13882863340564,24.193181628094727
3.65,-15.05,0.323033707865169,0.0,0.556179775280899,0.120786516853933,24.10955267145223
3.705,-7.722,0.0030581039755351,0.0152905198776758,0.284403669724771,0.685015290519878,23.695744949949592
3.867,65.517,0.0934579439252336,0.0373831775700935,0.383177570093458,0.481308411214953,25.68945304346799
4.233,-47.75,0.0159574468085106,0.0,0.194148936170213,0.789893617021277,23.323414702018432
4.967,-45.97,0.0152284263959391,0.0050761421319796,0.0862944162436548,0.888324873096447,23.230011682813167
5.2833,-17.0667,0.672185430463576,0.0132450331125828,0.211920529801325,0.0894039735099338,24.42189639853439
5.317,-33.03,0.0411764705882353,0.0117647058823529,0.217647058823529,0.720588235294118,23.369161240533835
5.833,-18.08,0.28448275862069,0.0,0.477011494252874,0.224137931034483,24.420088848497887
6.033,-18.25,0.11890243902439,0.0,0.259146341463415,0.603658536585366,24.380099958750545
6.267,-17.92,0.319298245614035,0.0,0.48421052631579,0.171929824561404,24.391015074508267
7.28,72.805,0.0502645502645503,0.14021164021164,0.378306878306878,0.423280423280423,25.455802651673803
7.433,61.067,0.121951219512195,0.0926829268292683,0.448780487804878,0.336585365853659,24.492766163611712
8.117,62.783,0.0647668393782383,0.0984455958549223,0.380829015544041,0.455958549222798,24.35626802662239
8.233,-37.87,0.0053763440860215,0.0053763440860215,0.134408602150538,0.846774193548387,22.664437150950427
8.467,-30.13,0.408130081300813,0.0065040650406504,0.417886178861789,0.149593495934959,22.560668047621657
8.983,51.733,0.0253521126760563,0.197183098591549,0.487323943661972,0.287323943661972,
9.317,-43.0,0.0323886639676113,0.0,0.202429149797571,0.748987854251012,22.603617348983644
9.567,-18.18,0.210526315789474,0.106960950764007,0.264855687606112,0.405772495755518,24.01659963312284
9.582,72.763,0.0558510638297872,0.146276595744681,0.279255319148936,0.50531914893617,25.074780800690142
10.032,-76.96,0.237931034482759,0.0034482758620689,0.241379310344828,0.510344827586207,
10.183,-77.22,0.0402998776009792,0.0062321501427988,0.213372093023256,0.728233374133007,23.288731859769378
10.55,-57.3167,0.0158415841584158,0.0,0.142574257425743,0.831683168316832,22.73452307835316
10.7,-65.2,0.0775,0.33,0.29,0.2975,
10.983,-81.15,0.0608695652173913,0.0,0.378260869565217,0.556521739130435,23.209294111339588
11.117,-80.4,0.009771986970684,0.0521172638436482,0.198697068403909,0.687296416938111,22.865799337290394
11.25,-78.15,0.0867768595041322,0.0041322314049586,0.363636363636364,0.537190082644628,22.882235969095472
11.433,56.233,0.197674418604651,0.063953488372093,0.569767441860465,0.168604651162791,22.534911083324367
11.533,-60.52,0.0034013605442176,0.0,0.139455782312925,0.85374149659864,22.095309933110368
11.75,-80.43,0.012012012012012,0.033033033033033,0.165165165165165,0.750750750750751,22.865799337290394
11.767,-81.1,0.0287539936102236,0.0031948881789137,0.21405750798722,0.70926517571885,23.01813730997105
11.85,46.75,0.029520295202952,0.180811808118081,0.564575645756458,0.217712177121771,23.254439843594735
11.91,-75.04,0.297619047619048,0.0029761904761904,0.211309523809524,0.476190476190476,23.282011820457214
12.05,63.15,0.0092879256965944,0.0804953560371517,0.510835913312693,0.386996904024768,23.44255565677399
12.25,-76.63,0.197860962566845,0.0026737967914438,0.451871657754011,0.339572192513369,22.801664273851678
12.383,-18.92,0.222222222222222,0.0020964360587002,0.49685534591195,0.253668763102725,23.427106087887502
12.4,-77.77,0.102857142857143,0.0,0.277142857142857,0.617142857142857,22.711313411902687
12.617,45.633,0.0034602076124567,0.207612456747405,0.570934256055363,0.217993079584775,
12.75,-45.63,0.0205338809034908,0.0,0.15605749486653,0.809034907597536,21.840827826694056
12.858,70.255,0.0491803278688525,0.0819672131147541,0.368852459016393,0.467213114754098,24.654459321283383
12.867,48.4,0.0064308681672025,0.157556270096463,0.54983922829582,0.286173633440514,23.561680898397263
12.88,-74.85,0.106796116504854,0.0,0.533980582524272,0.352750809061489,22.921111907134733
13.25,-40.67,0.0572207084468665,0.0027247956403269,0.147138964577657,0.773841961852861,20.99537315961394
13.367,-74.3,0.153846153846154,0.0,0.58974358974359,0.230769230769231,22.465373474480423
13.433,53.45,0.0112994350282486,0.175141242937853,0.559322033898305,0.254237288135593,23.466114347042357
13.483,-81.63,0.0432692307692308,0.0096153846153846,0.350961538461539,0.596153846153846,
13.733,-51.12,0.145631067961165,0.0121359223300971,0.383495145631068,0.424757281553398,22.15294710367189
13.933,-72.37,0.0838709677419355,0.0064516129032258,0.419354838709677,0.47741935483871,22.31531314812119
14.0,-74.88,0.0498338870431894,0.0,0.40531561461794,0.534883720930233,22.309064423313195
14.15,88.083,0.136222910216718,0.0061919504643962,0.489164086687307,0.325077399380805,24.618279436622096
14.167,-18.58,0.221458753709199,0.195204549950544,0.241871018793274,0.13633234421365,22.551974350236605
14.267,-75.58,0.0784313725490196,0.0,0.509803921568627,0.395424836601307,22.360407286413647
14.3,51.0,0.0196078431372549,0.184313725490196,0.580392156862745,0.211764705882353,23.619581700322062
14.4,-21.15,0.162528216704289,0.0022573363431151,0.64334085778781,0.18961625282167,21.424751115760234
14.45,-77.23,0.0493827160493827,0.0041152263374485,0.39917695473251,0.522633744855967,22.488775065791707
14.695,-77.17,0.0134408602150538,0.0349462365591398,0.201612903225806,0.725806451612903,22.488775065791707
14.763,70.058,0.0725806451612903,0.0564516129032258,0.540322580645161,0.306451612903226,24.4603194144
14.933,-73.92,0.0571428571428571,0.0040816326530612,0.322448979591837,0.608163265306122,22.267494872162395
15.017,-23.23,0.0672043010752688,0.0860215053763441,0.252688172043011,0.591397849462366,20.47038803291729
15.483,-40.52,0.0231788079470199,0.0165562913907285,0.119205298013245,0.811258278145695,20.37616584176676
15.617,-71.67,0.0226537216828479,0.0097087378640776,0.216828478964401,0.747572815533981,22.42404872272656
15.857,-74.79,0.0261627906976744,0.0261627906976744,0.258720930232558,0.651162790697675,22.525318733141773
16.383,-17.92,0.252232142857143,0.176339285714286,0.328125,0.234375,21.46294578243478
16.533,-28.85,0.109489051094891,0.024330900243309,0.255474452554745,0.583941605839416,19.496297764102245
16.567,-79.53,0.0247519224019655,0.0130739287195686,0.223724514214607,0.735761462620848,22.86562718272187
17.0,-74.4,0.0513595166163142,0.0151057401812689,0.190332326283988,0.737160120845922,23.544152503672713
17.033,-76.6,0.0323450134770889,0.0350404312668464,0.180592991913747,0.714285714285714,23.78070632523444
17.033,-71.23,0.0355987055016181,0.0129449838187702,0.190938511326861,0.757281553398058,23.235795021427574
17.2,-35.83,0.0569306930693069,0.0049504950495049,0.217821782178218,0.685643564356436,19.311923893192844
17.267,-48.42,0.0083102493074792,0.0249307479224377,0.135734072022161,0.81994459833795,20.841323333970063
17.483,-40.67,0.0509259259259259,0.025462962962963,0.173611111111111,0.715277777777778,19.855000113817574
17.567,-63.57,0.0,0.020253164556962,0.10379746835443,0.873417721518987,22.362449916794716
17.883,58.083,0.0230263157894737,0.384868421052632,0.378289473684211,0.210526315789474,22.700228822416253
19.193,66.29,0.0258899676375405,0.0355987055016181,0.491909385113269,0.440129449838188,23.486623685581424
19.4,-78.55,0.0323529411764706,0.0029411764705882,0.152941176470588,0.791176470588235,24.04537689286106
19.883,-25.53,0.0798816568047337,0.029585798816568,0.266272189349112,0.582840236686391,18.506831317208754
20.7,-31.45,0.0441988950276243,0.0110497237569061,0.165745856353591,0.74585635359116,18.245731108769796
20.7332,-59.2,0.0526315789473684,0.0025062656641604,0.0651629072681704,0.837092731829574,21.834738680448396
21.3,-69.67,0.0079522862823061,0.0337972166998012,0.151093439363817,0.783300198807157,23.09919630246828
21.472,67.298,0.0033112582781456,0.165562913907285,0.413907284768212,0.417218543046358,23.596008409940588
22.467,-20.07,0.0838574423480084,0.0314465408805031,0.163522012578616,0.664570230607966,17.90120104623358
22.6,-72.6,0.0051282051282051,0.0205128205128205,0.138461538461538,0.784615384615385,23.318290078288115
22.967,-38.2,0.0160320641282565,0.002004008016032,0.062124248496994,0.887775551102205,18.846040669294783
23.033,-43.8,0.0097402597402597,0.0876623376623377,0.123376623376623,0.727272727272727,19.676431200805645
23.333,-46.48,0.0031948881789137,0.073482428115016,0.108626198083067,0.801916932907348,20.16817332130761
23.767,-92.47,0.0148809523809524,0.0208333333333333,0.1875,0.693452380952381,20.778027110405
23.9333,-75.75,0.0028248587570621,0.0932203389830508,0.107344632768362,0.731638418079096,
24.283,-53.07,0.0041580041580041,0.0103950103950104,0.0374220374220374,0.927234927234927,21.35843539496689
24.5,-16.95,0.35672514619883,0.130604288499025,0.228070175438597,0.243664717348928,
24.8,-75.9333,0.0029761904761904,0.12202380952381,0.133928571428571,0.720238095238095,
24.967,-28.933,0.11864406779661,0.0063559322033898,0.313559322033898,0.514830508474576,17.44147762598368
25.933,-26.58,0.060126582278481,0.0,0.253164556962025,0.522151898734177,17.178714734972985
26.783,-46.7,0.0124223602484472,0.046583850931677,0.111801242236025,0.791925465838509,20.516543602434087
27.917,-43.63,0.0441988950276243,0.06353591160221,0.129834254143646,0.701657458563536,20.1099011165064
27.967,-34.133,0.0188235294117647,0.0070588235294117,0.127058823529412,0.769411764705883,18.395540172743434
28.0,-38.783,0.0331632653061224,0.0637755102040816,0.211734693877551,0.604591836734694,19.239215415178492
28.483,-65.05,0.026530612244898,0.0122448979591837,0.102040816326531,0.775510204081633,22.401601469506954
29.017,-41.4,0.0250569476082005,0.0455580865603645,0.14123006833713,0.724373576309795,19.918510083992786
29.283,-79.92,0.0096711798839458,0.02321083172147,0.37137330754352,0.584139264990329,22.743155047961984
29.483,-19.62,0.166153846153846,0.0184615384615385,0.107692307692308,0.68,16.281375246257447
29.617,-36.92,0.0421286031042129,0.0088691796008869,0.241685144124169,0.592017738359202,18.90878908506321
29.7667,-76.8,0.0163934426229508,0.0327868852459016,0.373770491803279,0.537704918032787,22.567678935736076
29.8,-15.1,0.0738916256157636,0.0246305418719212,0.142857142857143,0.692118226600985,15.90592762235963
30.0,-51.87,0.04149377593361,0.0269709543568465,0.149377593360996,0.701244813278008,21.272109656487462
30.7833,-67.6667,0.0403022670025189,0.141057934508816,0.123425692695214,0.589420654911839,21.47839100698556
31.383,-11.62,0.145129224652087,0.153081510934394,0.133200795228628,0.510934393638171,15.655645442591315
31.433,-64.17,0.0941828254847646,0.0941828254847646,0.260387811634349,0.481994459833795,20.97986851412006
31.65,-75.35,0.0378590078328982,0.0300261096605744,0.16710182767624,0.656657963446475,22.253909486920143
31.8333,-74.35,0.0823529411764706,0.0666666666666667,0.264705882352941,0.468627450980392,21.854185625417678
32.217,-64.72,0.0568181818181818,0.102272727272727,0.119318181818182,0.650568181818182,20.29721472117225
32.283,-65.12,0.0483870967741936,0.0483870967741936,0.190322580645161,0.612903225806451,20.283691602290503
32.6,-69.5,0.102493074792244,0.185595567867036,0.274238227146814,0.362880886426593,20.416457718447155
32.65,-52.3,0.438034188034188,0.0790598290598291,0.25,0.194444444444444,20.602004273775123
33.3,-48.27,0.0801963993453355,0.0687397708674305,0.330605564648118,0.440261865793781,19.98218276795189
33.333,-27.367,0.109409190371991,0.142231947483589,0.192560175054705,0.485776805251641,17.004351521909996
34.2,-16.87,0.131756756756757,0.0506756756756757,0.209459459459459,0.533783783783784,15.199732989204978
34.667,-61.45,0.104622871046229,0.13625304136253,0.236009732360097,0.389294403892944,18.986427741849138
34.75,-57.25,0.0987341772151899,0.0177215189873418,0.389873417721519,0.313924050632911,19.11317728818571
35.583,-43.9,0.149367088607595,0.0658227848101266,0.283544303797468,0.410126582278481,18.503146747833345
35.7167,-67.3333,0.128440366972477,0.243119266055046,0.282110091743119,0.305045871559633,19.010479208346005
35.7667,-69.0833,0.0742753623188406,0.0579710144927536,0.396739130434783,0.405797101449275,19.565037905182628
35.7833,-68.9333,0.167958656330749,0.178294573643411,0.302325581395349,0.289405684754522,19.258091926892973
36.1333,-68.9167,0.175824175824176,0.178571428571429,0.370879120879121,0.244505494505495,19.042508733388324
36.15,-69.15,0.090702947845805,0.133786848072562,0.267573696145125,0.428571428571429,19.393358004048523
36.2167,-69.4,0.149038461538462,0.161057692307692,0.278846153846154,0.348557692307692,19.393358004048523
36.8498,-21.017,0.130097087378641,0.112621359223301,0.231067961165049,0.444660194174757,15.436057800407788
